section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,_venue-slug,show-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index,_i-was-there,_calendar-subject,,_recording
dean-wareham,dean-wareham,Dean Wareham,2019,2019-01-26,,2018-09-15,Dean Wareham vs. Cheval Sombre,,The Chapel,San Francisco,CA,USA,the-chapel-san-francisco-ca-usa,dean-wareham-2019-01-26-the-chapel-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Cheval Sombre - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Jason Quever - guitar,"^Dean Wareham vs. Cheval Sombre|The Bend in the River|Tomorrow is a Long Time|Mountains of the Moon|If I Could Only Fly|My Rifle, My Pony and Me|Alberta|Greensboro Woman|Grand Canyon|Wayfaring Stranger|^Dean Wareham|Heartless People|Love Is Colder Than Death|Emancipated Hearts|Lonesome Cowboy Bill|Temperature's Rising|Snowstorm|Strange|^encore|Tugboat|Fourth of July|Ceremony",,,,https://www.ticketfly.com/purchase/event/1764190,https://www.thechapelsf.com/event/1764190-dean-wareham-cheval-sombre-san-francisco/,,,|deanwarehamvschevalsombre|thebendintheriver|tomorrowisalongtime|mountainsofthemoon|ificouldonlyfly|myriflemyponyandme|alberta|greensborowoman|grandcanyon|wayfaringstranger|deanwareham|heartlesspeople|loveiscolderthandeath|emancipatedhearts|lonesomecowboybill|temperaturesrising|snowstorm|strange|encore|tugboat|fourthofjuly|ceremony|,,"2019: Dean Wareham - The Chapel, San Francisco, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2019,2019-03-29,,2019-01-08,Dean Wareham plays Galaxie 500,,Desert Stars Festival,Joshua Tree,CA,USA,desert-stars-festival-joshua-tree-ca-usa,dean-wareham-2019-03-29-desert-stars-festival-joshua-tree-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2019-03-29/2019-03-29-dean-wareham-desert-stars-festival-poster-1.jpg,https://www.eventbrite.com/e/11th-annual-desert-stars-w-luna-dean-wareham-performing-galaxy-500-more-march-29th-30th-2019-tickets-54389098257,https://www.desertstarsfestival.com/,,,,,"2019: Dean Wareham - Desert Stars Festival, Joshua Tree, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2019,2019-06-07,,2019-02-21,Dean Wareham plays Galaxie 500,Huichica,Gundlach Bundschu Winery,Sonoma,CA,USA,huichica-gundlach-bundschu-winery-sonoma-ca-usa,dean-wareham-2019-06-07-huichica-gundlach-bundschu-winery-sonoma-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2019-06-07/2019-06-07-huichica-poster.jpg,https://www.eventbrite.com/e/huichica-sonoma-2019-gundlach-bundschu-winery-sonoma-june-7-8-2019-tickets-56942387213,https://sonoma.huichica.com/,,Dean Wareham plays Galaxie 500's On Fire.19:45 on the Barn Stage,,,"2019: Dean Wareham - Huichica, Gundlach Bundschu Winery, Sonoma, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2019,2019-07-19,,2019-05-17,Dean Wareham plays Galaxie 500,,Teragram Ballroom,Los Angeles,CA,USA,teragram-ballroom-los-angeles-ca-usa,dean-wareham-2019-07-19-teragram-ballroom-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Jason Quever - guitar,,,,,https://www.eventbrite.com/e/dean-wareham-performs-galaxie-500-classic-on-fire-tickets-62024170965?aff=eanda,,,Dean Wareham plays Galaxie 500's On Fire.,,,"2019: Dean Wareham - Teragram Ballroom, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2019,2019-07-25,,2019-06-09,Dean Wareham plays Galaxie 500,,The Chapel,San Francisco,CA,USA,the-chapel-san-francisco-ca-usa,dean-wareham-2019-07-25-the-chapel-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Jason Quever - guitar,,,,,https://www.eventbrite.com/e/dean-wareham-performs-galaxie-500-classic-on-fire-tickets-62886696803,,,Dean Wareham plays Galaxie 500's On Fire.,,,"2019: Dean Wareham - The Chapel, San Francisco, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-15,,2019-12-16,Dean Wareham plays Galaxie 500,,Brudenell Social Club,Leeds,,UK,brudenell-social-club-leeds-uk,dean-wareham-2020-04-15-brudenell-social-club-leeds-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/brudenell-social-club/1473007,http://www.brudenellsocialclub.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Brudenell Social Club, Leeds, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-16,,2019-12-16,Dean Wareham plays Galaxie 500,,The Cluny,Newscastle,,UK,the-cluny-newscastle-uk,dean-wareham-2020-04-16-the-cluny-newscastle-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-cluny/1473009,https://thecluny.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - The Cluny, Newscastle, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-17,,2019-12-16,Dean Wareham plays Galaxie 500,,The Classic Grand,Glasgow,,UK,the-classic-grand-glasgow-uk,dean-wareham-2020-04-17-the-classic-grand-glasgow-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-classic-grand/1473010,http://www.classicgrand.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - The Classic Grand, Glasgow, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-18,,2019-12-16,Dean Wareham plays Galaxie 500,,The Liquid Room,Edinburgh,,UK,the-liquid-room-edinburgh-uk,dean-wareham-2020-04-18-the-liquid-room-edinburgh-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-liquid-room/1473011,https://www.liquidroom.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - The Liquid Room, Edinburgh, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-19,,2019-12-17,Dean Wareham plays Galaxie 500,,Manchester Academy 3,Manchester,,UK,manchester-academy-3-manchester-uk,dean-wareham-2020-04-19-manchester-academy-3-manchester-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.eventim.co.uk/event/dean-wareham-plays-galaxie-500-on-fire-manchester-academy-12614642/,https://www.manchesteracademy.net/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Manchester Academy 3, Manchester, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-21,,2019-12-16,Dean Wareham plays Galaxie 500,,Islington Assembly Hall,London,,UK,islington-assembly-hall-london-uk,dean-wareham-2020-04-21-islington-assembly-hall-london-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/islington-assembly-hall/1473016,https://islingtonassemblyhall.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Islington Assembly Hall, London, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-22,,2019-12-16,Dean Wareham plays Galaxie 500,,Concorde 2,Brighton,,UK,concorde-2-brighton-uk,dean-wareham-2020-04-22-concorde-2-brighton-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/concorde-2/1473012,https://www.concorde2.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Concorde 2, Brighton, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-23,,2019-12-16,Dean Wareham plays Galaxie 500,,Rescue Rooms,Nottingham,,UK,rescue-rooms-nottingham-uk,dean-wareham-2020-04-23-rescue-rooms-nottingham-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/rescue-rooms/1473013,http://www.rescuerooms.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Rescue Rooms, Nottingham, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-24,,2019-12-16,Dean Wareham plays Galaxie 500,,Fiddlers Club,Bristol,,UK,fiddlers-club-bristol-uk,dean-wareham-2020-04-24-fiddlers-club-bristol-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/fiddlers-club/1473014,http://www.fiddlers.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Fiddlers Club, Bristol, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-25,,2019-12-16,Dean Wareham plays Galaxie 500,,Waterfront,Norwich,,UK,waterfront-norwich-uk,dean-wareham-2020-04-25-waterfront-norwich-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/waterfront/1473015,https://waterfrontnorwich.webflow.io/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Waterfront, Norwich, UK",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-27,,2020-05-10,,,Dean & Britta's living room,Echo Park,LA,USA,dean--brittas-living-room-echo-park-la-usa,dean-wareham-2020-04-27-dean--brittas-living-room-echo-park-la-usa,,,Dean Wareham - guitar/vocals,"My Rifle, My Pony and Me",,,,,,,Ad-hoc live stream from Dean &amp; Britta's home in Los Angeles,|myriflemyponyandme|,,"2020: Dean Wareham - Dean & Britta's living room, Echo Park, LA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-27,,2020-02-01,Dean Wareham plays Galaxie 500,,Petit Bain,Paris,,France,petit-bain-paris-france,dean-wareham-2020-04-27-petit-bain-paris-france,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,,,,,,,"2020: Dean Wareham - Petit Bain, Paris, France",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-28,,2019-03-01,Dean Wareham plays Galaxie 500,,Paard Van Troje,The Hague,,The Netherlands,paard-van-troje-the-hague-the-netherlands,dean-wareham-2020-04-28-paard-van-troje-the-hague-the-netherlands,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.paard.nl/tickets/51775,https://www.paard.nl/event/dean-wareham/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Paard Van Troje, The Hague, The Netherlands",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-04-29,,2019-03-01,Dean Wareham plays Galaxie 500,,MTC Club,Cologne,,Germany,mtc-club-cologne-germany,dean-wareham-2020-04-29-mtc-club-cologne-germany,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,,https://mtc-cologne.de/event/mi-29-04-dean-wareham-plays-galaxie-500,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - MTC Club, Cologne, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-05-01,,2020-01-30,Dean Wareham plays Galaxie 500,,Bi Nuu,Berlin,,Germany,bi-nuu-berlin-germany,dean-wareham-2020-05-01-bi-nuu-berlin-germany,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.direct-ticket.de/produkte/812-tickets-galaxie-500-bi-nuu-berlin-am-01-05-2020,https://www.binuu.de/,,,,,"2020: Dean Wareham - Bi Nuu, Berlin, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2020,2020-05-02,,2019-03-01,Dean Wareham plays Galaxie 500,,Loppen,Copenhagen,,Denmark,loppen-copenhagen-denmark,dean-wareham-2020-05-02-loppen-copenhagen-denmark,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://tikkio.com/tickets/14736-dean-wareham-us-pa-loppen,http://loppen.dk/kalender/dean-wareham,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2020: Dean Wareham - Loppen, Copenhagen, Denmark",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-22,,2020-03-21,Dean Wareham plays Galaxie 500,,The Classic Grand,Glasgow,,UK,the-classic-grand-glasgow-uk,dean-wareham-2021-01-22-the-classic-grand-glasgow-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-classic-grand-glasgow/1473010,http://www.classicgrand.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - The Classic Grand, Glasgow, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-23,,2020-03-21,Dean Wareham plays Galaxie 500,,The Liquid Room,Edinburgh,,UK,the-liquid-room-edinburgh-uk,dean-wareham-2021-01-23-the-liquid-room-edinburgh-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-liquid-room-edinburgh/1473011,https://www.liquidroom.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - The Liquid Room, Edinburgh, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-24,,2020-03-24,Dean Wareham plays Galaxie 500,,The Cluny,Newscastle,,UK,the-cluny-newscastle-uk,dean-wareham-2021-01-24-the-cluny-newscastle-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-cluny-newcastle-upon-tyne/1473009,https://thecluny.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - The Cluny, Newscastle, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-25,,2020-03-24,Dean Wareham plays Galaxie 500,,Manchester Academy 3,Manchester,,UK,manchester-academy-3-manchester-uk,dean-wareham-2021-01-25-manchester-academy-3-manchester-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.eventim.co.uk/event/dean-wareham-plays-galaxie-500-on-fire-manchester-academy-12614642/,https://www.manchesteracademy.net/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - Manchester Academy 3, Manchester, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-26,,2020-03-24,Dean Wareham plays Galaxie 500,,Brudenell Social Club,Leeds,,UK,brudenell-social-club-leeds-uk,dean-wareham-2021-01-26-brudenell-social-club-leeds-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/brudenell-social-club-leeds/1473007,http://www.brudenellsocialclub.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - Brudenell Social Club, Leeds, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-28,,2020-03-24,Dean Wareham plays Galaxie 500,,Islington Assembly Hall,London,,UK,islington-assembly-hall-london-uk,dean-wareham-2021-01-28-islington-assembly-hall-london-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/islington-assembly-hall-london/1473016,https://islingtonassemblyhall.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - Islington Assembly Hall, London, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-29,,2020-03-24,Dean Wareham plays Galaxie 500,,Concorde 2,Brighton,,UK,concorde-2-brighton-uk,dean-wareham-2021-01-29-concorde-2-brighton-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/concorde-2-brighton/1473012,https://www.concorde2.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - Concorde 2, Brighton, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-30,,2020-03-24,Dean Wareham plays Galaxie 500,,Rescue Rooms,Nottingham,,UK,rescue-rooms-nottingham-uk,dean-wareham-2021-01-30-rescue-rooms-nottingham-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/rescue-rooms-nottingham/1473013,http://www.rescuerooms.com/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - Rescue Rooms, Nottingham, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-01-31,,2020-03-24,Dean Wareham plays Galaxie 500,,Fiddlers Club,Bristol,,UK,fiddlers-club-bristol-uk,dean-wareham-2021-01-31-fiddlers-club-bristol-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/fiddlers-club-bristol/1473014,http://www.fiddlers.co.uk/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - Fiddlers Club, Bristol, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-02-01,,2020-03-24,Dean Wareham plays Galaxie 500,,Waterfront,Norwich,,UK,waterfront-norwich-uk,dean-wareham-2021-02-01-waterfront-norwich-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/waterfront-norwich/1473015,https://waterfrontnorwich.webflow.io/,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2021: Dean Wareham - Waterfront, Norwich, UK",,
dean-wareham,dean-wareham,Dean Wareham,2021,2021-09-18,,2021-07-22,Dean Wareham plays Galaxie 500,Sound Series Block Party,Isabella Street Block,Pittsburgh,PA,USA,sound-series-block-party-isabella-street-block-pittsburgh-pa-usa,dean-wareham-2021-09-18-sound-series-block-party-isabella-street-block-pittsburgh-pa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Anthony LaMarca - drums|Matt Sumrow - guitar/keyboards,,,,,https://www.warhol.org/events/sound-series-block-party/,,,Dean Wareham plays Galaxie 500's On Fire.9:00pm,,,"2021: Dean Wareham - Sound Series Block Party, Isabella Street Block, Pittsburgh, PA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-01-19,,2021-12-04,,,Zebulon,Los Angeles,CA,USA,zebulon-los-angeles-ca-usa,dean-wareham-2022-01-19-zebulon-los-angeles-ca-usa,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Derek See - guitar,,,,,https://dice.fm/event/oxe8m-dean-wareham-19th-jan-zebulon-los-angeles-tickets,,,,,,"2022: Dean Wareham - Zebulon, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-01-26,,2021-10-09,Dean Wareham plays Galaxie 500,,The Live Rooms,Chester,,UK,the-live-rooms-chester-uk,dean-wareham-2022-01-26-the-live-rooms-chester-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Live Rooms, Chester, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-01-27,,2021-10-09,Dean Wareham plays Galaxie 500,,Oran Mor,Glasgow,,UK,oran-mor-glasgow-uk,dean-wareham-2022-01-27-oran-mor-glasgow-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://oran-mor.co.uk/whats-on/event/dean-wareham/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Oran Mor, Glasgow, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-01-28,,2021-10-09,Dean Wareham plays Galaxie 500,,The Liquid Room,Edinburgh,,UK,the-liquid-room-edinburgh-uk,dean-wareham-2022-01-28-the-liquid-room-edinburgh-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.ticketweb.uk/event/dean-wareham-plays-galaxie-500-the-liquid-room-tickets/10242715,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Liquid Room, Edinburgh, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-01-29,,2021-10-09,Dean Wareham plays Galaxie 500,,The Cluny 2,Newcastle,,UK,the-cluny-2-newcastle-uk,dean-wareham-2022-01-29-the-cluny-2-newcastle-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://thecluny.com/listing/dean-wareham-plays-galaxie-500/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Cluny 2, Newcastle, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-01-30,,2021-10-09,Dean Wareham plays Galaxie 500,,Brudenell Social Club,Leeds,,UK,brudenell-social-club-leeds-uk,dean-wareham-2022-01-30-brudenell-social-club-leeds-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,http://www.brudenellsocialclub.co.uk/whats-on/dean-wareham-2/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Brudenell Social Club, Leeds, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-02,,2021-10-09,Dean Wareham plays Galaxie 500,,The Rescue Rooms,Nottingham,,UK,the-rescue-rooms-nottingham-uk,dean-wareham-2022-02-02-the-rescue-rooms-nottingham-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.rescuerooms.com/gigs/dean-wareham/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Rescue Rooms, Nottingham, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-03,,2021-10-09,Dean Wareham plays Galaxie 500,,Fiddlers Club,Bristol,,UK,fiddlers-club-bristol-uk,dean-wareham-2022-02-03-fiddlers-club-bristol-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,http://www.fiddlers.co.uk/whatson.html,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Fiddlers Club, Bristol, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-04,,2021-10-09,Dean Wareham plays Galaxie 500,,Islington Assembly Hall,London,,UK,islington-assembly-hall-london-uk,dean-wareham-2022-02-04-islington-assembly-hall-london-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://islingtonassemblyhall.co.uk/events/dean-wareham-plays-galaxie-500-21st-apr-islington-assembly-hall-london-tickets/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Islington Assembly Hall, London, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-05,,2021-10-09,Dean Wareham plays Galaxie 500,,Concorde 2,Brighton,,UK,concorde-2-brighton-uk,dean-wareham-2022-02-05-concorde-2-brighton-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,,,,"Dean Wareham plays Galaxie 500's On Fire + more.Show moved to The Venue, Worthing",,,"2022: Dean Wareham - Concorde 2, Brighton, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-05,,2021-11-17,Dean Wareham plays Galaxie 500,,The Venue,Worthing,,UK,the-venue-worthing-uk,dean-wareham-2022-02-05-the-venue-worthing-uk,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.seetickets.com/event/dean-wareham-plays-galaxie-500/the-venue/1473012,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - The Venue, Worthing, UK",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-07,,2021-10-09,Dean Wareham plays Galaxie 500,,Petit Bain,Paris,,France,petit-bain-paris-france,dean-wareham-2022-02-07-petit-bain-paris-france,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://petitbain.org/events/dean-wareham-pmays-galaxie-500-on-fire-more/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Petit Bain, Paris, France",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-08,,2021-10-09,Dean Wareham plays Galaxie 500,,Gebaude 9,Cologne,,Germany,gebaude-9-cologne-germany,dean-wareham-2022-02-08-gebaude-9-cologne-germany,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.gebaeude9.de/vorverkauf.html,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Gebaude 9, Cologne, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-09,,2021-10-09,Dean Wareham plays Galaxie 500,,Lido,Berlin,,Germany,lido-berlin-germany,dean-wareham-2022-02-09-lido-berlin-germany,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.lido-berlin.de/events/2022-02-09-galaxie-500,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Lido, Berlin, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-13,,2021-10-09,Dean Wareham plays Galaxie 500,,John Dee,Oslo,,Norway,john-dee-oslo-norway,dean-wareham-2022-02-13-john-dee-oslo-norway,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://www.rockefeller.no/jd130222.html,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - John Dee, Oslo, Norway",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-17,,2021-10-09,Dean Wareham plays Galaxie 500,,Sala X,Seville,,Spain,sala-x-seville-spain,dean-wareham-2022-02-17-sala-x-seville-spain,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://houstonpartymusic.com/tour-dates/293/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Sala X, Seville, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-19,,2021-10-09,Dean Wareham plays Galaxie 500,,Las Cigarreras,Alicante,,Spain,las-cigarreras-alicante-spain,dean-wareham-2022-02-19-las-cigarreras-alicante-spain,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://houstonpartymusic.com/tour-dates/298/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - Las Cigarreras, Alicante, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2022,2022-02-20,,2021-10-09,Dean Wareham plays Galaxie 500,,[tba],Valencia,,Spain,[tba]-valencia-spain,dean-wareham-2022-02-20-[tba]-valencia-spain,,TRUE,Dean Wareham - guitar/vocals|Britta Phillips - bass,,,,,https://houstonpartymusic.com/tour-dates/295/,,,Dean Wareham plays Galaxie 500's On Fire + more.,,,"2022: Dean Wareham - [tba], Valencia, Spain",,
