section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,_venue-slug,show-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index,_i-was-there,_calendar-subject,,_recording
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-07,,2024-09-28,,,229,London,,UK,229-london-uk,dean-wareham-2025-04-07-229-london-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|The Cloud Is Coming|Yesterday's Hero|Flowers|Snowstorm|Friendly Advice|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|23 Minutes in Brussels|^encore|Strange|Ceremony|,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-04/2025-04-dean-wareham-uk-tour.png,https://www.seetickets.com/event/dean-wareham-songs-of-galaxie-500-luna-and-more/229/3180873,,,,|newworldjulie|dearbettybaby|mysteryguest|thatsthepriceoflovingme|thecloudiscoming|yesterdayshero|flowers|snowstorm|friendlyadvice|justasmuchasitwasworth|whenwillyoucomehome|thelastword|bluethunder|23minutesinbrussels|encore|strange|ceremony||,,"2025: Dean Wareham - 229, London, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-08,,2025-01-09,,,Le Petit Bain,Paris,,France,le-petit-bain-paris-france,dean-wareham-2025-04-08-le-petit-bain-paris-france,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|We're Not Finished Yet|Bourgeois Manqué|Flowers|Snowstorm|Friendly Advice|Just as Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|23 Minutes in Brussels|^encore|Strange|Tugboat|,,,,https://petitbain.org/evenement/dean-wareham/,,,,|newworldjulie|dearbettybaby|mysteryguest|thatsthepriceoflovingme|werenotfinishedyet|bourgeoismanqu|flowers|snowstorm|friendlyadvice|justasmuchasitwasworth|whenwillyoucomehome|thelastword|bluethunder|23minutesinbrussels|encore|strange|tugboat||,,"2025: Dean Wareham - Le Petit Bain, Paris, France",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-10,,2025-01-09,,,DB's,Utrecht,,The Netherlands,dbs-utrecht-the-netherlands,dean-wareham-2025-04-10-dbs-utrecht-the-netherlands,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums,"Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|Yesterday's Hero|We're Not Finished Yet|Flowers|Snowstorm|The Last Word|When Will You Come Home|23 Minutes in Brussels|Blue Thunder|Tugboat|Listen, the Snow Is Falling|^encore|Strange|Don't Let Our Youth Go to Waste|Ceremony|",,,,https://dbs.stager.co/web/tickets/111488045,,,,|dearbettybaby|mysteryguest|thatsthepriceoflovingme|yesterdayshero|werenotfinishedyet|flowers|snowstorm|thelastword|whenwillyoucomehome|23minutesinbrussels|bluethunder|tugboat|listenthesnowisfalling|encore|strange|dontletouryouthgotowaste|ceremony||,,"2025: Dean Wareham - DB's, Utrecht, The Netherlands",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-12,,2025-01-09,,,Aa Theater,Groningen,,The Netherlands,aa-theater-groningen-the-netherlands,dean-wareham-2025-04-12-aa-theater-groningen-the-netherlands,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|Mystery Guest|That's the Price of Loving Me|We're Not Finished Yet|Bourgeois Manqué|Flowers|Snowstorm|Friendly Advice|Parking Lot|Just as Much as It Was Worth|When Will You Come Home| The Last Word|23 Minutes in Brussels|Tugboat|^encore|Temperature's Rising|Blue Thunder|Strange,,,,https://www.spotgroningen.nl/programma/dean-wareham/,,,,|newworldjulie|dearbettybaby|mysteryguest|thatsthepriceoflovingme|werenotfinishedyet|bourgeoismanqu|flowers|snowstorm|friendlyadvice|parkinglot|justasmuchasitwasworth|whenwillyoucomehome|thelastword|23minutesinbrussels|tugboat|encore|temperaturesrising|bluethunder|strange|,,"2025: Dean Wareham - Aa Theater, Groningen, The Netherlands",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-13,,2025-01-09,,,Nachtasyl,Hamburg,,Germany,nachtasyl-hamburg-germany,dean-wareham-2025-04-13-nachtasyl-hamburg-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|Mystery Guest|We're Not Finished Yet|Bourgeois Manqué|Reich der Träume|Flowers|Snowstorm|Friendly Advice|Just As Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|23 Minutes in Brussels|^encore|Tugboat|Fourth of July|^encore|Strange|,,,,https://www.tixforgigs.com/de-DE/Event/62219/dean-wareham-band-thats-the-price-of-loving-me-tour-nachtasyl-hamburg,,,,|newworldjulie|dearbettybaby|mysteryguest|werenotfinishedyet|bourgeoismanqu|reichdertrume|flowers|snowstorm|friendlyadvice|justasmuchasitwasworth|whenwillyoucomehome|thelastword|bluethunder|23minutesinbrussels|encore|tugboat|fourthofjuly|encore|strange||,,"2025: Dean Wareham - Nachtasyl, Hamburg, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-14,,2025-01-09,,,Frannz Club,Berlin,,Germany,frannz-club-berlin-germany,dean-wareham-2025-04-14-frannz-club-berlin-germany,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|The Cloud Is Coming|Yesterday's Hero|Bourgeois Manqué|Reich der Träume|Flowers|Snowstorm|Friendly Advice|Just As Much as It Was Worth|When Will You Come Home|The Last Word|Blue Thunder|Don't Let Our Youth Go to Waste|^encore|23 Minutes in Brussels|Strange|Tugboat|,,,,https://www.tixforgigs.com/Event/62205,,,,|newworldjulie|dearbettybaby|thecloudiscoming|yesterdayshero|bourgeoismanqu|reichdertrume|flowers|snowstorm|friendlyadvice|justasmuchasitwasworth|whenwillyoucomehome|thelastword|bluethunder|dontletouryouthgotowaste|encore|23minutesinbrussels|strange|tugboat||,,"2025: Dean Wareham - Frannz Club, Berlin, Germany",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-16,,2025-01-31,,,Pumpehuset,Copenhagen,,Denmark,pumpehuset-copenhagen-denmark,dean-wareham-2025-04-16-pumpehuset-copenhagen-denmark,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|Mystery Guest|Yesterday's Hero|The Cloud Is Coming|Bourgeois Manqué|When Will You Come Home|Flowers|Snowstorm|Friendly Advice|The Last Word|Blue Thunder|Tugboat|Fourth of July|^encore|Cashing In|23 Minutes in Brussels|Strange|^encore|Ceremony|,,,,https://www.ticketmaster.dk/event/dean-wareham-billetter/1347397726,,,,|newworldjulie|dearbettybaby|mysteryguest|yesterdayshero|thecloudiscoming|bourgeoismanqu|whenwillyoucomehome|flowers|snowstorm|friendlyadvice|thelastword|bluethunder|tugboat|fourthofjuly|encore|cashingin|23minutesinbrussels|strange|encore|ceremony||,,"2025: Dean Wareham - Pumpehuset, Copenhagen, Denmark",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-18,,2024-10-29,,,Dabadaba,San Sebastian,,Spain,dabadaba-san-sebastian-spain,dean-wareham-2025-04-18-dabadaba-san-sebastian-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-spain-2024-04.jpg,https://houstonpartymusic.com/booking/502/dean-wareham/,,,,,,"2025: Dean Wareham - Dabadaba, San Sebastian, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-20,,2024-10-29,,,Sala Upload,Barcelona,,Spain,sala-upload-barcelona-spain,dean-wareham-2025-04-20-sala-upload-barcelona-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|Mystery Guest|Yesterday's Hero|The Last Word|Bourgeois Manqué|Flowers|Temperature's Rising|Friendly Advice|Blue Thunder|When Will You Come Home|23 Minutes in Brussels|Tugboat|Fourth of July|^encore|Strange|Ceremony,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-spain-2024-04.jpg,https://houstonpartymusic.com/booking/502/dean-wareham/,,,,|newworldjulie|dearbettybaby|mysteryguest|yesterdayshero|thelastword|bourgeoismanqu|flowers|temperaturesrising|friendlyadvice|bluethunder|whenwillyoucomehome|23minutesinbrussels|tugboat|fourthofjuly|encore|strange|ceremony|,,"2025: Dean Wareham - Sala Upload, Barcelona, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-21,,2024-10-29,,,16 Toneladas,Valencia,,Spain,16-toneladas-valencia-spain,dean-wareham-2025-04-21-16-toneladas-valencia-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|That's The Price of Loving Me|Just as Much as It Was Worth|The Cloud is Coming|Bourgeois Manqué|Flowers|Snowstorm|Friendly Advice|The Last Word|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|Tugboat|^encore|I'll Keep It With Mine|Strange,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-spain-2024-04.jpg,https://houstonpartymusic.com/booking/502/dean-wareham/,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|justasmuchasitwasworth|thecloudiscoming|bourgeoismanqu|flowers|snowstorm|friendlyadvice|thelastword|whenwillyoucomehome|bluethunder|23minutesinbrussels|tugboat|encore|illkeepitwithmine|strange|,,"2025: Dean Wareham - 16 Toneladas, Valencia, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-22,,2024-10-29,,,La Lata De Bombillas,Zaragoza,,Spain,la-lata-de-bombillas-zaragoza-spain,dean-wareham-2025-04-22-la-lata-de-bombillas-zaragoza-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|That’s the Price of Loving Me|Yesterday’s Hero|The Last Word|Bourgeois Manqué|Temperature's Rising|Flowers|Friendly Advice|Blue Thunder|When Will You Come Home|23 Minutes in Brussels|Tugboat|^encore|I'll Keep It With Mine|Strange,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-spain-2024-04.jpg,https://houstonpartymusic.com/booking/502/dean-wareham/,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|yesterdayshero|thelastword|bourgeoismanqu|temperaturesrising|flowers|friendlyadvice|bluethunder|whenwillyoucomehome|23minutesinbrussels|tugboat|encore|illkeepitwithmine|strange|,,"2025: Dean Wareham - La Lata De Bombillas, Zaragoza, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-24,,2024-10-29,,,Teatro CajaGranada,Granada,,Spain,teatro-cajagranada-granada-spain,dean-wareham-2025-04-24-teatro-cajagranada-granada-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-spain-2024-04.jpg,https://houstonpartymusic.com/booking/502/dean-wareham/,,,,,,"2025: Dean Wareham - Teatro CajaGranada, Granada, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-25,,2024-10-29,,,Sala Villanos,Madrid,,Spain,sala-villanos-madrid-spain,dean-wareham-2025-04-25-sala-villanos-madrid-spain,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Dear Betty Baby|That’s the Price of Loving Me|Yesterday’s Hero|Bourgeois Manqué|The Last Word|Temperature's Rising|Flowers|Friendly Advice|Snowstorm|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|Tugboat|^encore|I'll Keep It With Mine|Fourth of July,,,https://media.fullofwishes.co.uk/05-dean_wareham/pictures/dean-wareham-spain-2024-04.jpg,https://houstonpartymusic.com/booking/502/dean-wareham/,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|yesterdayshero|bourgeoismanqu|thelastword|temperaturesrising|flowers|friendlyadvice|snowstorm|whenwillyoucomehome|bluethunder|23minutesinbrussels|tugboat|encore|illkeepitwithmine|fourthofjuly|,,"2025: Dean Wareham - Sala Villanos, Madrid, Spain",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-04-27,,2025-01-31,Dean Wareham plays Galaxie 500,Austin Psych Fest,The Far Out Lounge,Austin,TX,USA,austin-psych-fest-the-far-out-lounge-austin-tx-usa,dean-wareham-2025-04-27-austin-psych-fest-the-far-out-lounge-austin-tx-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Roger Brogan - drums,Flowers|Snowstorm|When Will You Come Home|Blue Thunder|Strange|Don't Let Our Youth Go to Waste|Tugboat|Fourth of July|Ceremony,video,,,https://www.seetickets.us/event/AUSTIN-PSYCH-FEST-2025/634244,,Stream video|https://www.youtube.com/watch?v=nx5jXa82QQM|YouTube,,|flowers|snowstorm|whenwillyoucomehome|bluethunder|strange|dontletouryouthgotowaste|tugboat|fourthofjuly|ceremony|,,"2025: Dean Wareham - Austin Psych Fest, The Far Out Lounge, Austin, TX, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-10,,2025-01-31,,,Pappy and Harriet's Pioneertown Palace,Pioneertown,CA,USA,pappy-and-harriets-pioneertown-palace-pioneertown-ca-usa,dean-wareham-2025-05-10-pappy-and-harriets-pioneertown-palace-pioneertown-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,Jess Cornelius,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-05/dean-wareham-2025-05-folkyeah.jpg,https://www.eventbrite.com/e/dean-wareham-pappy-harriets-pioneertown-510-tickets-1141163002259,,,,,,"2025: Dean Wareham - Pappy and Harriet's Pioneertown Palace, Pioneertown, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-11,,2025-01-09,,,Deer Lodge,Ojai,CA,USA,deer-lodge-ojai-ca-usa,dean-wareham-2025-05-11-deer-lodge-ojai-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,Jess Cornelius,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-05/dean-wareham-2025-05-folkyeah.jpg,https://www.eventbrite.com/e/dean-wareham-deer-lodge-ojai-511-tickets-1141175158619?aff=oddtdtcreator,,,,,,"2025: Dean Wareham - Deer Lodge, Ojai, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-14,,2025-01-09,,,Lodge Room,Los Angeles,CA,USA,lodge-room-los-angeles-ca-usa,dean-wareham-2025-05-14-lodge-room-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,Big Search,,https://www.lodgeroomhlp.com/shows/dean-wareham/,,,,,,"2025: Dean Wareham - Lodge Room, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-16,,2025-03-11,,Hipnic Festival,Fernwood Resort,Big Sur,CA,USA,hipnic-festival-fernwood-resort-big-sur-ca-usa,dean-wareham-2025-05-16-hipnic-festival-fernwood-resort-big-sur-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-05/dean-wareham-2025-05-folkyeah.jpg,,,,,,,"2025: Dean Wareham - Hipnic Festival, Fernwood Resort, Big Sur, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-17,,2025-01-09,,,The Chapel,San Francisco,CA,USA,the-chapel-san-francisco-ca-usa,dean-wareham-2025-05-17-the-chapel-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,New World Julie|Dear Betty Baby|That’s the Price of Loving Me|Mystery Guest|Yesterday’s Hero|Bourgeois Manqué|The Last Word|23 Minutes in Brussels|Flowers|Temperature's Rising|When Will You Come Home|Blue Thunder|Friendly Advice|Strange|^encore|Night Nurse|Tugboat|Fourth of July,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2025-05/dean-wareham-2025-05-folkyeah.jpg,https://www.seetickets.us/event/dean-wareham/633344,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|mysteryguest|yesterdayshero|bourgeoismanqu|thelastword|23minutesinbrussels|flowers|temperaturesrising|whenwillyoucomehome|bluethunder|friendlyadvice|strange|encore|nightnurse|tugboat|fourthofjuly|,,"2025: Dean Wareham - The Chapel, San Francisco, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-19,,2025-01-31,,,Churchill School,Baker City,OR,USA,churchill-school-baker-city-or-usa,dean-wareham-2025-05-19-churchill-school-baker-city-or-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,,,https://www.eventbrite.com/e/may-19th-dean-wareham-at-churchill-school-tickets-1204245363299,,,,,,"2025: Dean Wareham - Churchill School, Baker City, OR, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-20,,2025-01-09,,,Mississippi Studios,Portland,OR,USA,mississippi-studios-portland-or-usa,dean-wareham-2025-05-20-mississippi-studios-portland-or-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,New World Julie|Dear Betty Baby|That’s the Price of Loving Me|Mystery Guest|Yesterday’s Hero|Bourgeois Manqué|Flowers|Snowstorm|When Will You Come Home|23 Minutes in Brussels|Strange|^encore|Tugboat|Bonnie and Clyde,,Jess Cornelius,,https://www.etix.com/ticket/p/46740547/dean-wareham-portland-mississippi-studios,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|mysteryguest|yesterdayshero|bourgeoismanqu|flowers|snowstorm|whenwillyoucomehome|23minutesinbrussels|strange|encore|tugboat|bonnieandclyde|,,"2025: Dean Wareham - Mississippi Studios, Portland, OR, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-21,,2025-01-09,,,Sunset Tavern,Seattle,WA,USA,sunset-tavern-seattle-wa-usa,dean-wareham-2025-05-21-sunset-tavern-seattle-wa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals,,,Jess Cornelius,,https://dice.fm/partner/dice/event/g5pmr5-tractor-tavern-presents-dean-wareham-guests-21st-may-the-sunset-tavern-seattle-tickets?dice_id=4896360&dice_channel=web&dice_tags=organic&dice_campaign=DICE&dice_feature=mio_marketing&utm_source=web&utm_campaign=DICE&utm_medium=mio_marketing,,,,,,"2025: Dean Wareham - Sunset Tavern, Seattle, WA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-05-21,,2025-12-19,,,KEXP,Seattle,WA,USA,kexp-seattle-wa-usa,dean-wareham-2025-05-21-kexp-seattle-wa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals|Roger Brogan - drums|Matt Popieluch - guitar/keyboards,New World Julie|Yesterday's Hero|The Cloud Is Coming|The Last Word|Snowstorm|,,,,,,,,|newworldjulie|yesterdayshero|thecloudiscoming|thelastword|snowstorm||,,"2025: Dean Wareham - KEXP, Seattle, WA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-02,,2025-03-11,,,The Press Room,Portsmouth,NH,USA,the-press-room-portsmouth-nh-usa,dean-wareham-2025-06-02-the-press-room-portsmouth-nh-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|We’re Not Finished Yet|Yesterday’s Hero|That’s the Price of Loving Me|The Cloud Is Coming|The Last Word|Flowers|Snowstorm|Friendly Advice|Just As Much as It Was Worth|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|^encore|Tugboat|Strange,,Escape-Ism,,https://www.eventbrite.com/e/dean-wareham-w-escape-ism-tickets-1271044982759,,,,|newworldjulie|dearbettybaby|werenotfinishedyet|yesterdayshero|thatsthepriceoflovingme|thecloudiscoming|thelastword|flowers|snowstorm|friendlyadvice|justasmuchasitwasworth|whenwillyoucomehome|bluethunder|23minutesinbrussels|encore|tugboat|strange|,,"2025: Dean Wareham - The Press Room, Portsmouth, NH, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-03,,2025-03-11,,,Space Ballroom,Hamden,CT,USA,space-ballroom-hamden-ct-usa,dean-wareham-2025-06-03-space-ballroom-hamden-ct-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|The Cloud Is Coming|Yesterday’s Hero|Bourgeois Manqué|The Last Word|Flowers|Snowstorm|Friendly Advice|Just As Much as It Was Worth|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|^encore|Tugboat|Ceremony,,Escape-Ism,,https://www.eventbrite.com/e/dean-wareham-tickets-1271228632059,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|thecloudiscoming|yesterdayshero|bourgeoismanqu|thelastword|flowers|snowstorm|friendlyadvice|justasmuchasitwasworth|whenwillyoucomehome|bluethunder|23minutesinbrussels|encore|tugboat|ceremony|,,"2025: Dean Wareham - Space Ballroom, Hamden, CT, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-04,,2025-03-11,,,Bearsville Theater,Woodstock,NY,USA,bearsville-theater-woodstock-ny-usa,dean-wareham-2025-06-04-bearsville-theater-woodstock-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,,,Escape-Ism,,https://www.etix.com/ticket/p/90382302/dean-wareham-woodstock-bearsville-theater,,,,,,"2025: Dean Wareham - Bearsville Theater, Woodstock, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-05,,2025-03-11,,,The Sinclair,Cambridge,MA,USA,the-sinclair-cambridge-ma-usa,dean-wareham-2025-06-05-the-sinclair-cambridge-ma-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|Yesterday’s Hero|We’re Not Finished Yet|Bourgeois Manqué|The Last Word|Flowers|Snowstorm|Friendly Advice|Strange|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|^encore|Tugboat,,Escape-Ism,,https://www.sinclaircambridge.com/events/detail/890791,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|yesterdayshero|werenotfinishedyet|bourgeoismanqu|thelastword|flowers|snowstorm|friendlyadvice|strange|whenwillyoucomehome|bluethunder|23minutesinbrussels|encore|tugboat|,,"2025: Dean Wareham - The Sinclair, Cambridge, MA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-06,,2025-03-11,,,Iron Horse,Northampton,MA,USA,iron-horse-northampton-ma-usa,dean-wareham-2025-06-06-iron-horse-northampton-ma-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|Yesterday’s Hero|Bourgeois Manqué|The Last Word|Flowers|Snowstorm|23 Minutes in Brussels|Strange|Blue Thunder|When Will You Come Home,,Escape-Ism,,https://theparlorroom.my.salesforce-sites.com/ticket/#/events/a0SV5000006CUlFMAW,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|yesterdayshero|bourgeoismanqu|thelastword|flowers|snowstorm|23minutesinbrussels|strange|bluethunder|whenwillyoucomehome|,,"2025: Dean Wareham - Iron Horse, Northampton, MA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-07,,2025-03-11,,,Bowery Ballroom,New York,NY,USA,bowery-ballroom-new-york-ny-usa,dean-wareham-2025-06-07-bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|Yesterday’s Hero|The Cloud Is Coming|Bourgeois Manqué|The Last Word|Flowers|Snowstorm|23 Minutes in Brussels|Strange|When Will You Come Home|Blue Thunder|Friendly Advice|Tugboat|Fourth of July,,Escape-Ism,,https://www.ticketmaster.com/dean-wareham-new-york-new-york-06-07-2025/event/00006266D56D83A4,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|yesterdayshero|thecloudiscoming|bourgeoismanqu|thelastword|flowers|snowstorm|23minutesinbrussels|strange|whenwillyoucomehome|bluethunder|friendlyadvice|tugboat|fourthofjuly|,,"2025: Dean Wareham - Bowery Ballroom, New York, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-08,,2025-03-14,,,The Basement at Bond Street Bar,Asbury Park,NJ,USA,the-basement-at-bond-street-bar-asbury-park-nj-usa,dean-wareham-2025-06-08-the-basement-at-bond-street-bar-asbury-park-nj-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|That’s the Price of Loving Me|Yesterday’s Hero|The Cloud Is Coming|Bourgeois Manqué|Flowers|Snowstorm|The Last Word|23 Minutes in Brussels|Blue Thunder|When Will You Come Home|Strange|Friendly Advice|^encore|Tugboat,,Escape-Ism,,https://www.seetickets.us/event/dean-wareham/642550,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|yesterdayshero|thecloudiscoming|bourgeoismanqu|flowers|snowstorm|thelastword|23minutesinbrussels|bluethunder|whenwillyoucomehome|strange|friendlyadvice|encore|tugboat|,,"2025: Dean Wareham - The Basement at Bond Street Bar, Asbury Park, NJ, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-10,,2025-03-11,,,World Cafe,Philadelphia,PA,USA,world-cafe-philadelphia-pa-usa,dean-wareham-2025-06-10-world-cafe-philadelphia-pa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|Flowers|Yesterday’s Hero|The Cloud Is Coming|Bourgeois Manqué|Snowstorm|The Last Word|23 Minutes in Brussels|Blue Thunder|When Will You Come Home|Strange|Friendly Advice|^encore|Tugboat,,Escape-Ism,,https://www.etix.com/ticket/p/33720627/dean-wareham-thats-the-price-of-loving-mewith-special-guest-escapeism-philadelphia-music-hall-at-world-cafe-live,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|flowers|yesterdayshero|thecloudiscoming|bourgeoismanqu|snowstorm|thelastword|23minutesinbrussels|bluethunder|whenwillyoucomehome|strange|friendlyadvice|encore|tugboat|,,"2025: Dean Wareham - World Cafe, Philadelphia, PA, USA",,
