slug,artistname,year,date,disambiguate,date-added,series,venue,venue-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index
luna,Luna,2000,2000-03-31,,1994-01-01,,"Paradigm, Portland OR, USA",paradigm-portland-or-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-04-01,,1994-01-01,,"Fillmore, San Francisco CA, USA",fillmore-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Bewitched|Dear Diary|Sideshow By The Seashore|Tracy I Love You|Four Thousand Days|Hello Little One|Pup Tent|Superfreaky Memories|Lost In Space|23 Minutes in Brussels|Tiger Lily|Bonnie and Clyde|Friendly Advice|Fuzzy Wuzzy|Moon Palace|Fourth of July,,,,,,,,|bewitched|deardiary|sideshowbytheseashore|tracyiloveyou|fourthousanddays|hellolittleone|puptent|superfreakymemories|lostinspace|minutesinbrussels|tigerlily|bonnieandclyde|friendlyadvice|fuzzywuzzy|moonpalace|fourthofjuly|
luna,Luna,2000,2000-04-02,,1994-01-01,,"Amoeba Records, San Francisco CA, USA",amoeba-records-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Dear Diary|Sideshow By The Seashore|Hello Little One|Pup Tent|Superfreaky Memories|Bewitched|Moon Palace,,,,,,,,|deardiary|sideshowbytheseashore|hellolittleone|puptent|superfreakymemories|bewitched|moonpalace|
luna,Luna,2000,2000-04-02,,1994-01-01,,"Fillmore, San Francisco CA, USA",fillmore-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-04-03,,1994-01-01,,"Fox Theatre, Boulder CO, USA",fox-theatre-boulder-co-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Bewitched|Pup Tent|Hello Little One|Dear Diary|Sideshow By The Seashore|Superfreaky Memories|Chinatown|Four Thousand Days|Lost In Space|23 Minutes in Brussels|Tiger Lily|Time to Quit|IHOP|California (All The Way)|Indian Summer|Moon Palace,,,https://media.fullofwishes.co.uk/02-luna/show_assets/2000-04-03/2000-04-03-luna-boulder.jpg,,,,,|bewitched|puptent|hellolittleone|deardiary|sideshowbytheseashore|superfreakymemories|chinatown|fourthousanddays|lostinspace|minutesinbrussels|tigerlily|timetoquit|ihop|californiaalltheway|indiansummer|moonpalace|
luna,Luna,2000,2000-04-04,,1994-01-01,,"Metro, Chicago IL, USA",metro-chicago-il-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Fuzzy Wuzzy|Dear Diary|Sideshow By The Seashore|Hello Little One|Superfreaky Memories|Pup Tent|Four Thousand Days|Tiger Lily|Friendly Advice|Bewitched|23 Minutes in Brussels|Time to Quit|IHOP|Bonnie and Clyde|Fourth of July|Moon Palace,,,,,,,,|fuzzywuzzy|deardiary|sideshowbytheseashore|hellolittleone|superfreakymemories|puptent|fourthousanddays|tigerlily|friendlyadvice|bewitched|minutesinbrussels|timetoquit|ihop|bonnieandclyde|fourthofjuly|moonpalace|
luna,Luna,2000,2000-04-05,,1994-01-01,,"Newport Music Hall, Columbus OH, USA",newport-music-hall-columbus-oh-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-04-06,,1994-01-01,,"Majestic Theater, Detroit MI, USA",majestic-theater-detroit-mi-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-04-07,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Bewitched|Friendly Advice|Hello Little One|Four Thousand Days|Sideshow By The Seashore|Pup Tent|Dear Diary|Lost In Space|23 Minutes in Brussels|Tiger Lily|Superfreaky Memories|Moon Palace|Bonnie and Clyde|Chinatown|Fourth of July|Indian Summer,,,,,,,,|bewitched|friendlyadvice|hellolittleone|fourthousanddays|sideshowbytheseashore|puptent|deardiary|lostinspace|minutesinbrussels|tigerlily|superfreakymemories|moonpalace|bonnieandclyde|chinatown|fourthofjuly|indiansummer|
luna,Luna,2000,2000-04-08,-1,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,IHOP|Hello Little One|Four Thousand Days|Sideshow By The Seashore|The Slow Song|Dear Diary|Chinatown|Lost In Space|23 Minutes in Brussels|Tiger Lily|Time to Quit|Superfreaky Memories|Moon Palace|Bonnie and Clyde,,,,,,,,|ihop|hellolittleone|fourthousanddays|sideshowbytheseashore|theslowsong|deardiary|chinatown|lostinspace|minutesinbrussels|tigerlily|timetoquit|superfreakymemories|moonpalace|bonnieandclyde|
luna,Luna,2000,2000-04-08,-2,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Pup Tent|Tracy I Love You|Sideshow By The Seashore|Hello Little One|Dear Diary|California (All The Way)|IHOP|Four Thousand Days|23 Minutes in Brussels|Time to Quit|Superfreaky Memories|Moon Palace|Bonnie and Clyde|Chinatown|Fourth of July|Fuzzy Wuzzy,,,,,,,,|puptent|tracyiloveyou|sideshowbytheseashore|hellolittleone|deardiary|californiaalltheway|ihop|fourthousanddays|minutesinbrussels|timetoquit|superfreakymemories|moonpalace|bonnieandclyde|chinatown|fourthofjuly|fuzzywuzzy|
luna,Luna,2000,2000-04-13,,1994-01-01,,"Mt Holyoke College, South Hadley MA, USA",mt-holyoke-college-south-hadley-ma-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Four Thousand Days|Sideshow By The Seashore|Pup Tent|California (All The Way)|Lost In Space|23 Minutes in Brussels|Dear Diary|IHOP,,,,,,,,|fourthousanddays|sideshowbytheseashore|puptent|californiaalltheway|lostinspace|minutesinbrussels|deardiary|ihop|
luna,Luna,2000,2000-04-15,,1994-01-01,,"Penn State, Penn State PA, USA",penn-state-penn-state-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-04-18,,1994-01-01,,"Rosebud, Pittsburgh PA, USA",rosebud-pittsburgh-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-04-19,,1994-01-01,,"Fletchers, Baltimore MD, USA",fletchers-baltimore-md-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Pup Tent|Superfreaky Memories|Sideshow By The Seashore|Dear Diary|Bewitched|Math Wiz|Tracy I Love You|Moon Palace|23 Minutes in Brussels|Hello Little One|California (All The Way)|Time to Quit|Bonnie and Clyde|Tiger Lily|Fourth of July|Chinatown,,,,,,,,|puptent|superfreakymemories|sideshowbytheseashore|deardiary|bewitched|mathwiz|tracyiloveyou|moonpalace|minutesinbrussels|hellolittleone|californiaalltheway|timetoquit|bonnieandclyde|tigerlily|fourthofjuly|chinatown|
luna,Luna,2000,2000-04-21,,1994-01-01,,"Performing Arts Center, Providence RI, USA",performing-arts-center-providence-ri-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-04-22,,1994-01-01,,"Electric Factory, Philadelphia PA, USA",electric-factory-philadelphia-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-05-03,,1994-01-01,,"Howlin Wolf, New Orleans LA, USA",howlin-wolf-new-orleans-la-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-05-26,,1994-01-01,,"Maxwells, Hoboken NJ, USA",maxwells-hoboken-nj-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-05-27,,1994-01-01,,"Maxwells, Hoboken NJ, USA",maxwells-hoboken-nj-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Sideshow By The Seashore|Hello Little One|Math Wiz|Friendly Advice|The Slow Song|Moon Palace|City Kitty|Dear Diary|Pup Tent|California (All The Way)|Lost In Space|23 Minutes in Brussels|Time to Quit|Bonnie and Clyde|Superfreaky Memories|Fourth of July,,,,,,,,|sideshowbytheseashore|hellolittleone|mathwiz|friendlyadvice|theslowsong|moonpalace|citykitty|deardiary|puptent|californiaalltheway|lostinspace|minutesinbrussels|timetoquit|bonnieandclyde|superfreakymemories|fourthofjuly|
luna,Luna,2000,2000-06-08,,1994-01-01,,"Viper Room, Los Angeles CA, USA",viper-room-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-07-07,,1994-01-01,,"9:30 Club, Washington DC, USA",930-club-washington-dc-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-07-13,,1994-01-01,,"Theatre of the Living Arts, Philadelphia PA, USA",theatre-of-the-living-arts-philadelphia-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Rhythm King|Dear Diary|Moon Palace|Four Thousand Days|Sideshow By The Seashore|Double Feature|Pup Tent|Superfreaky Memories|Into The Fold|23 Minutes in Brussels|Tiger Lily|IHOP|Bonnie and Clyde|Lost In Space|I Can't Wait,,,,,,,,|rhythmking|deardiary|moonpalace|fourthousanddays|sideshowbytheseashore|doublefeature|puptent|superfreakymemories|intothefold|minutesinbrussels|tigerlily|ihop|bonnieandclyde|lostinspace|icantwait|
luna,Luna,2000,2000-07-14,,1994-01-01,,"Knitting Factory, New York NY, USA",knitting-factory-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-07-15,,1994-01-01,,"Knitting Factory, New York NY, USA",knitting-factory-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-08-04,,1994-01-01,,"Warhol Museum, Pittsburgh PA, USA",warhol-museum-pittsburgh-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Chinatown|Dear Diary|Pup Tent|Rhythm King|Sideshow By The Seashore|Friendly Advice|Tiger Lily|Lost In Space|23 Minutes in Brussels|Tracy I Love You|Moon Palace|The Slow Song|Four Thousand Days|Bonnie and Clyde|Ride Into the Sun|Fourth of July,,,,,,,,|chinatown|deardiary|puptent|rhythmking|sideshowbytheseashore|friendlyadvice|tigerlily|lostinspace|minutesinbrussels|tracyiloveyou|moonpalace|theslowsong|fourthousanddays|bonnieandclyde|rideintothesun|fourthofjuly|
luna,Luna,2000,2000-09-15,,1994-01-01,,"Middle East, Cambridge MA, USA",middle-east-cambridge-ma-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-09-16,,1994-01-01,,"MASS MOCA, North Adams MA, USA",mass-moca-north-adams-ma-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-10-22,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-10-28,,1994-01-01,,"Exit/In, Nashville TN, USA",exitin-nashville-tn-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Lovedust|Bewitched|Four Thousand Days|Dear Diary|Tiger Lily|Friendly Advice|Pup Tent|Tracy I Love You|Moon Palace|Sideshow By The Seashore|23 Minutes in Brussels|Chinatown|Bonnie and Clyde,,,,,,,,|lovedust|bewitched|fourthousanddays|deardiary|tigerlily|friendlyadvice|puptent|tracyiloveyou|moonpalace|sideshowbytheseashore|minutesinbrussels|chinatown|bonnieandclyde|
luna,Luna,2000,2000-12-30,,1994-01-01,,"Middle East, Cambridge MA, USA",middle-east-cambridge-ma-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2000,2000-12-31,,1994-01-01,,"CBGBs, New York NY, USA",cbgbs-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Egg Nog|California (All The Way)|Four Thousand Days|Hello Little One|Double Feature|Moon Palace|Pup Tent|Lovedust|Freakin' and Peakin'|Tiger Lily|Anesthesia|Sideshow By The Seashore|Lost In Space|23 Minutes in Brussels|Rock Your Baby|Bonnie and Clyde|Sweet Child o' Mine,,,,,,,,|eggnog|californiaalltheway|fourthousanddays|hellolittleone|doublefeature|moonpalace|puptent|lovedust|freakinandpeakin|tigerlily|anesthesia|sideshowbytheseashore|lostinspace|minutesinbrussels|rockyourbaby|bonnieandclyde|sweetchildomine|
luna,Luna,2001,2001-01-12,,1994-01-01,,"Mercury Lounge, New York NY, USA",mercury-lounge-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-01-13,,1994-01-01,,"Mercury Lounge, New York NY, USA",mercury-lounge-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-01-19,,1994-01-01,,"Maxwells, Hoboken NJ, USA",maxwells-hoboken-nj-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-01-20,,1994-01-01,,"Maxwells, Hoboken NJ, USA",maxwells-hoboken-nj-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-01-26,,1994-01-01,,"Village Underground, New York NY, USA",village-underground-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Egg Nog|Bewitched|Sideshow By The Seashore|Lovedust|Four Thousand Days|Into The Fold|Pup Tent|Beggar's Bliss|Moon Palace|The Slow Song|California (All The Way)|23 Minutes in Brussels|Bonnie and Clyde|Tiger Lily|Freakin' and Peakin',,,,,,,,|eggnog|bewitched|sideshowbytheseashore|lovedust|fourthousanddays|intothefold|puptent|beggarsbliss|moonpalace|theslowsong|californiaalltheway|minutesinbrussels|bonnieandclyde|tigerlily|freakinandpeakin|
luna,Luna,2001,2001-01-27,,1994-01-01,,"Village Underground, New York NY, USA",village-underground-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-02-02,,1994-01-01,,"Knitting Factory, New York NY, USA",knitting-factory-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Fuzzy Wuzzy|Lovedust|Sideshow By The Seashore|Four Thousand Days|Pup Tent|Friendly Advice|Tiger Lily|Superfreaky Memories|The Slow Song|Lost In Space|23 Minutes in Brussels|Bonnie and Clyde|Indian Summer|Fourth of July,,,,,,,,|fuzzywuzzy|lovedust|sideshowbytheseashore|fourthousanddays|puptent|friendlyadvice|tigerlily|superfreakymemories|theslowsong|lostinspace|minutesinbrussels|bonnieandclyde|indiansummer|fourthofjuly|
luna,Luna,2001,2001-02-03,,1994-01-01,,"Knitting Factory, New York NY, USA",knitting-factory-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-02-09,,1994-01-01,,"Trocadero, Philadelphia PA, USA",trocadero-philadelphia-pa-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-02-10,,1994-01-01,,"9:30 Club, Washington DC, USA",930-club-washington-dc-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Sideshow By The Seashore|Pup Tent|Tiger Lily|Superfreaky Memories|The Slow Song|Lost In Space|23 Minutes in Brussels|Time to Quit|Freakin' and Peakin'|Bonnie and Clyde|Sweet Child o' Mine,,,,,,,,|sideshowbytheseashore|puptent|tigerlily|superfreakymemories|theslowsong|lostinspace|minutesinbrussels|timetoquit|freakinandpeakin|bonnieandclyde|sweetchildomine|
luna,Luna,2001,2001-02-16,,1994-01-01,,"Double Door, Chicago IL, USA",double-door-chicago-il-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-02-17,,1994-01-01,,"Double Door, Chicago IL, USA",double-door-chicago-il-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-02-23,,1994-01-01,,"Knitting Factory, Los Angeles CA, USA",knitting-factory-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Egg Nog|Dear Diary|Lovedust|Freakin' and Peakin'|Pup Tent|Sideshow By The Seashore|Four Thousand Days|Tiger Lily|Rhythm King|Lost In Space|23 Minutes in Brussels|Time to Quit|Bonnie and Clyde|Bewitched|Friendly Advice,,,,,,,,|eggnog|deardiary|lovedust|freakinandpeakin|puptent|sideshowbytheseashore|fourthousanddays|tigerlily|rhythmking|lostinspace|minutesinbrussels|timetoquit|bonnieandclyde|bewitched|friendlyadvice|
luna,Luna,2001,2001-02-24,,1994-01-01,,"Fillmore, San Francisco CA, USA",fillmore-san-francisco-ca-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Egg Nog|Four Thousand Days|Lovedust|Pup Tent|Double Feature|Rhythm King|Friendly Advice|The Slow Song|Sideshow By The Seashore|Dear Diary|Lost In Space|23 Minutes in Brussels|Tiger Lily|Moon Palace|Superfreaky Memories|Bonnie and Clyde|Bewitched|Freakin' and Peakin'|California (All The Way),,,,,,,,|eggnog|fourthousanddays|lovedust|puptent|doublefeature|rhythmking|friendlyadvice|theslowsong|sideshowbytheseashore|deardiary|lostinspace|minutesinbrussels|tigerlily|moonpalace|superfreakymemories|bonnieandclyde|bewitched|freakinandpeakin|californiaalltheway|
luna,Luna,2001,2001-03-02,,1994-01-01,,"40 Watt Club, Athens GA, USA",40-watt-club-athens-ga-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Lovedust|Sideshow By The Seashore|Four Thousand Days|Dear Diary|Chinatown|Pup Tent|Tracy I Love You|Double Feature|Tiger Lily|The Slow Song|Lost In Space|23 Minutes in Brussels|Freakin' and Peakin'|Bewitched|Bonnie and Clyde,,,,,,,,|lovedust|sideshowbytheseashore|fourthousanddays|deardiary|chinatown|puptent|tracyiloveyou|doublefeature|tigerlily|theslowsong|lostinspace|minutesinbrussels|freakinandpeakin|bewitched|bonnieandclyde|
luna,Luna,2001,2001-03-03,,1994-01-01,,"Variety Playhouse, Atlanta GA, USA",variety-playhouse-atlanta-ga-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-03-30,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Dear Diary|Weird And Woozy|Sideshow By The Seashore|Pup Tent|Lovedust|Moon Palace|Four Thousand Days|Rhythm King|Tiger Lily|Friendly Advice|Time to Quit|Into The Fold|Bonnie and Clyde|Superfreaky Memories|23 Minutes in Brussels,,,,,,,,|deardiary|weirdandwoozy|sideshowbytheseashore|puptent|lovedust|moonpalace|fourthousanddays|rhythmking|tigerlily|friendlyadvice|timetoquit|intothefold|bonnieandclyde|superfreakymemories|minutesinbrussels|
luna,Luna,2001,2001-03-31,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Egg Nog|Sideshow By The Seashore|Lovedust|Chinatown|Weird And Woozy|Pup Tent|Four Thousand Days|California (All The Way)|Tiger Lily|The Slow Song|Time to Quit|Bonnie and Clyde|Lost In Space|23 Minutes in Brussels|Bewitched|Indian Summer,,,,,,,,|eggnog|sideshowbytheseashore|lovedust|chinatown|weirdandwoozy|puptent|fourthousanddays|californiaalltheway|tigerlily|theslowsong|timetoquit|bonnieandclyde|lostinspace|minutesinbrussels|bewitched|indiansummer|
luna,Luna,2001,2001-05-18,,1994-01-01,,"Trees Lounge, Dallas TX, USA",trees-lounge-dallas-tx-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Lovedust|Dear Diary|Bewitched|Weird And Woozy|Sideshow By The Seashore|Pup Tent|Rhythm King|Tiger Lily|Friendly Advice|Superfreaky Memories|Lost In Space|23 Minutes in Brussels|Bonnie and Clyde|Time to Quit|Fourth of July,,,,,,,,|lovedust|deardiary|bewitched|weirdandwoozy|sideshowbytheseashore|puptent|rhythmking|tigerlily|friendlyadvice|superfreakymemories|lostinspace|minutesinbrussels|bonnieandclyde|timetoquit|fourthofjuly|
luna,Luna,2001,2001-05-19,,1994-01-01,,"La Zona Rosa, Austin TX, USA",la-zona-rosa-austin-tx-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-14,,1994-01-01,,"Middle East, Cambridge MA, USA",middle-east-cambridge-ma-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-15,,1994-01-01,,"Cafe Campus, Montreal, Canada",cafe-campus-montreal-canada,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-16,,1994-01-01,,"Phoenix, Toronto, Canada",phoenix-toronto-canada,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-20,,1994-01-01,,"Industrial Copera, Granada, Spain",industrial-copera-granada-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-21,,1994-01-01,,"Aqualung, Madrid, Spain",aqualung-madrid-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-22,,1994-01-01,,"Sala Roxy, Valencia, Spain",sala-roxy-valencia-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-23,,1994-01-01,,"Apolo, Barcelona, Spain",apolo-barcelona-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-27,,1994-01-01,,"Kafe Antzokia, Bilbao, Spain",kafe-antzokia-bilbao-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-28,,1994-01-01,,"Casa del Loco, Zaragoza, Spain",casa-del-loco-zaragoza-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-29,,1994-01-01,,"Camelot, Pola Alicante, Spain",camelot-pola-alicante-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,,,,,,,,,
luna,Luna,2001,2001-06-30,,1994-01-01,,"Sonotone, Palma, Spain",sonotone-palma-spain,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Chinatown|Weird And Woozy|Dear Diary|Sideshow By The Seashore|Double Feature|Bewitched|Four Thousand Days|Pup Tent|IHOP|Moon Palace|23 Minutes in Brussels|Bonnie and Clyde|California (All The Way)|Fourth of July,,,,,,,,|chinatown|weirdandwoozy|deardiary|sideshowbytheseashore|doublefeature|bewitched|fourthousanddays|puptent|ihop|moonpalace|minutesinbrussels|bonnieandclyde|californiaalltheway|fourthofjuly|
luna,Luna,2001,2001-08-01,,1994-01-01,,"World Trade Center, New York NY, USA",world-trade-center-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Egg Nog|Dear Diary|Bewitched|Hello Little One|Weird And Woozy|Moon Palace|Lovedust|Pup Tent|Bobby Peru|Sideshow By The Seashore|Into The Fold|Superfreaky Memories|Sweet Child o' Mine|Bonnie and Clyde|Lost In Space|Tiger Lily|23 Minutes in Brussels|Indian Summer|Chinatown,,,,,,,,|eggnog|deardiary|bewitched|hellolittleone|weirdandwoozy|moonpalace|lovedust|puptent|bobbyperu|sideshowbytheseashore|intothefold|superfreakymemories|sweetchildomine|bonnieandclyde|lostinspace|tigerlily|minutesinbrussels|indiansummer|chinatown|
luna,Luna,2001,2001-08-24,,1994-01-01,,"Bowery Ballroom, New York NY, USA",bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Sean Eden - guitar|Lee Wall - drums|Britta Phillips - bass,Slide Rule|Sideshow By The Seashore|Weird And Woozy|Tracy I Love You|Lovedust|Four Thousand Days|Tiger Lily|Friendly Advice|Pup Tent|Black Postcards|I Can't Wait|Lost In Space|23 Minutes in Brussels|Fuzzy Wuzzy|Chinatown,,,,,,,,|sliderule|sideshowbytheseashore|weirdandwoozy|tracyiloveyou|lovedust|fourthousanddays|tigerlily|friendlyadvice|puptent|blackpostcards|icantwait|lostinspace|minutesinbrussels|fuzzywuzzy|chinatown|
